YEAR,DOY,PRECTOTCORR,T2M,T2MDEW,RH2M,WS10M,PS
2011,105,0.23,12.79,1.26,48.18,2.5,77.83
2011,106,3.57,13.69,0.91,47.06,2.53,77.99
2011,107,16.52,10.39,6.83,82.12,2.88,77.93
2011,108,2.72,9.74,4.61,74.15,2.94,77.77
2011,109,0.16,9.77,2.5,63.85,3.04,77.75
2011,110,0.0,10.67,1.18,54.8,2.59,77.79
2011,111,0.0,11.34,0.63,51.73,2.44,77.86
2011,112,0.01,12.85,1.53,49.32,2.39,77.85
2011,113,0.0,14.73,-0.78,39.32,2.7,77.82
2011,114,0.0,16.45,-0.73,35.01,2.74,77.84
2011,115,0.0,16.93,1.81,40.14,2.9,77.87
2011,116,0.0,17.47,1.66,37.67,2.8,78.0
2011,117,0.0,16.57,2.26,41.37,2.67,77.95
2011,118,0.0,17.1,3.22,42.08,2.74,77.76
2011,119,0.0,16.59,3.04,42.9,2.36,77.76
2011,120,0.0,17.01,2.62,41.12,2.68,77.87
2011,121,0.22,16.85,3.32,43.37,2.47,77.88
2011,122,0.13,17.37,3.55,41.93,2.48,77.66
2011,123,0.0,19.36,2.31,35.75,2.62,77.68
2011,124,3.08,18.55,4.56,42.93,3.15,77.78
2011,125,2.84,17.34,6.25,50.94,2.55,77.86
2011,126,3.0,14.39,6.52,62.34,2.11,77.83
2011,127,0.0,15.19,5.29,55.26,2.48,77.7
2011,128,0.0,16.02,3.36,46.73,3.02,77.54
2011,129,0.03,17.62,1.92,38.62,2.98,77.61
2011,130,0.01,17.47,2.54,39.58,3.05,77.62
2011,131,0.0,18.47,2.26,36.65,3.06,77.66
2011,132,0.76,18.41,-1.2,29.96,2.73,77.69
2011,133,0.6,17.65,0.23,33.65,3.24,77.84
2011,134,0.03,18.13,-0.17,31.61,2.82,77.79
2011,135,0.0,19.92,-2.36,25.08,2.95,77.98
2011,136,0.0,20.84,-0.42,26.31,3.11,78.2
2011,137,0.29,21.07,2.72,32.19,3.03,78.15
2011,138,0.09,21.02,3.97,34.98,2.8,77.94
2011,139,0.0,20.64,3.7,35.83,2.99,77.65
2011,140,2.13,19.73,6.12,44.54,3.4,77.48
2011,141,0.66,19.36,6.69,48.6,3.55,77.37
2011,142,0.56,18.22,6.41,50.84,3.66,77.52
2011,143,0.0,18.53,1.34,34.94,2.98,77.67
2011,144,0.0,20.4,-0.24,27.36,3.23,77.69
2011,145,2.71,20.98,2.24,32.17,2.68,77.73
2011,146,11.63,19.62,6.95,47.84,2.74,77.85
2011,147,0.68,18.57,8.09,55.3,2.39,77.84
2011,148,0.0,19.16,8.41,52.95,2.68,77.71
2011,149,4.76,19.51,8.47,52.26,2.96,77.73
2011,150,0.76,19.26,7.35,48.95,2.48,77.66
2011,151,12.12,18.41,6.69,50.01,2.89,77.41
2011,152,31.8,16.13,8.48,64.58,2.12,77.52
2011,153,1.7,14.24,6.82,64.14,2.49,77.75
2011,154,0.0,16.42,1.68,42.71,2.83,77.81
2011,155,0.0,17.96,4.4,44.46,2.93,77.66
2011,156,3.0,18.95,6.66,48.47,2.64,77.66
2011,157,1.18,18.58,9.29,59.01,2.52,77.76
2011,158,0.89,19.18,7.8,52.22,2.81,77.58
2011,159,0.81,18.83,8.1,54.19,2.6,77.47
2011,160,7.81,17.24,8.83,62.15,2.54,77.37
2011,161,2.58,17.7,9.13,60.19,2.74,77.32
2011,162,8.56,19.43,9.6,57.4,2.57,77.33
2011,163,2.68,19.05,11.15,63.31,2.62,77.54
2011,164,0.0,19.67,9.62,56.28,3.01,77.56
2011,165,6.33,20.3,10.41,57.13,3.01,77.44
2011,166,0.45,19.62,10.68,61.75,2.75,77.36
2011,167,3.28,19.89,13.02,68.4,2.38,77.27
2011,168,8.61,19.54,14.41,75.77,2.33,77.18
2011,169,3.66,18.79,13.4,74.29,2.82,77.29
2011,170,8.74,19.24,12.92,70.84,2.83,77.2
2011,171,3.66,18.78,13.45,73.71,2.78,77.37
2011,172,0.06,20.86,12.07,60.42,2.55,77.46
2011,173,0.24,21.38,13.19,62.44,2.77,77.36
2011,174,3.81,20.68,15.03,73.21,2.97,77.31
2011,175,34.52,20.29,16.28,81.58,2.46,77.25
2011,176,19.21,21.22,16.28,77.34,2.99,77.13
2011,177,7.28,19.77,16.19,83.16,2.68,77.24
2011,178,18.88,19.46,16.25,85.28,2.96,77.23
2011,179,9.89,18.96,15.82,85.3,2.74,77.2
2011,180,7.04,18.45,15.11,84.96,2.97,77.25
2011,181,5.37,18.06,14.35,82.45,2.69,77.22
2011,182,5.55,18.02,14.16,81.13,2.8,77.31
2011,183,1.8,17.84,13.33,78.0,2.51,77.3
2011,184,2.02,18.22,12.96,74.95,2.1,77.39
2011,185,0.13,18.92,12.07,68.0,2.54,77.6
2011,186,7.92,19.44,12.33,66.71,2.47,77.72
2011,187,13.99,19.37,14.32,76.24,2.44,77.72
2011,188,9.64,19.07,15.79,84.24,2.58,77.62
2011,189,7.2,18.27,15.47,86.65,2.56,77.74
2011,190,11.31,18.25,12.85,75.09,1.82,77.58
2011,191,9.11,18.24,13.74,78.21,2.18,77.48
2011,192,0.04,18.72,13.82,76.52,2.25,77.44
2011,193,0.19,19.8,12.59,66.19,2.12,77.38
2011,194,10.27,20.1,15.55,77.33,2.41,77.45
2011,195,20.17,19.47,16.78,87.14,2.53,77.35
2011,196,54.94,18.47,16.37,89.81,2.44,77.33
2011,197,8.21,17.31,14.97,89.01,2.35,77.32
2011,198,1.23,17.73,14.7,85.52,2.36,77.32
2011,199,0.55,18.41,15.42,85.54,2.5,77.29
2011,200,6.46,19.23,15.94,83.98,2.46,77.16
2011,201,5.71,19.47,15.34,79.76,2.43,77.1
2011,202,3.4,18.57,16.25,88.08,2.85,77.21
2011,203,7.71,18.9,15.86,85.19,2.54,77.26
2011,204,13.5,18.38,16.64,91.66,2.73,77.35
2011,205,7.96,18.18,16.16,90.05,2.14,77.58
2011,206,2.78,17.6,15.18,88.41,1.59,77.86
2011,207,0.95,18.92,15.8,84.07,2.25,77.88
2011,208,15.34,18.95,17.04,90.79,2.62,77.58
2011,209,33.09,18.67,16.99,91.49,2.49,77.44
2011,210,8.05,18.58,16.48,89.5,2.35,77.5
2011,211,1.33,19.04,16.16,86.3,2.35,77.4
2011,212,8.16,19.1,15.04,80.86,2.29,77.35
2011,213,2.78,19.18,14.97,80.48,2.42,77.34
2011,214,1.68,19.38,15.48,81.73,2.17,77.35
2011,215,1.37,19.32,16.27,84.86,2.53,77.4
2011,216,12.62,18.87,16.49,88.75,2.56,77.38
2011,217,14.48,18.95,16.96,90.45,2.35,77.32
2011,218,5.74,18.93,16.76,89.87,2.33,77.25
2011,219,11.01,18.55,16.43,90.75,2.15,77.3
2011,220,22.1,17.52,14.64,85.82,1.85,77.44
2011,221,7.34,18.04,15.41,86.9,1.94,77.49
2011,222,16.02,18.03,15.29,86.39,1.98,77.45
2011,223,6.63,17.89,15.47,88.32,1.59,77.45
2011,224,44.7,17.27,15.43,92.1,1.79,77.37
2011,225,9.71,16.28,12.93,84.14,1.55,77.48
2011,226,8.87,17.03,13.61,83.23,2.04,77.69
2011,227,24.8,15.92,12.56,83.77,1.94,77.43
2011,228,50.67,15.91,12.66,84.19,1.76,77.37
2011,229,2.5,16.33,13.86,88.59,1.66,77.42
2011,230,11.92,17.12,14.95,89.73,2.11,77.52
2011,231,14.69,17.23,14.5,86.79,2.18,77.67
2011,232,2.93,17.46,15.68,91.31,2.26,77.88
2011,233,0.05,18.01,15.99,90.31,2.5,77.87
2011,234,5.07,18.69,17.29,92.82,2.62,77.77
2011,235,11.08,19.0,17.26,92.11,2.52,77.6
2011,236,12.27,17.98,16.64,93.3,1.8,77.62
2011,237,2.23,18.41,16.04,88.07,2.05,77.71
2011,238,17.68,18.15,16.59,93.12,1.4,77.69
2011,239,32.62,17.36,16.6,96.85,2.0,77.67
2011,240,2.81,17.06,15.23,91.19,1.59,77.72
2011,241,1.47,17.99,15.4,87.3,1.76,77.82
2011,242,3.22,17.85,15.79,90.75,1.76,77.84
2011,243,13.87,18.15,16.05,90.34,1.86,77.78
2011,244,3.39,18.07,16.18,91.35,1.69,77.69
2011,245,8.25,17.89,14.62,84.2,1.68,77.64
2011,246,2.11,17.35,14.38,85.46,1.78,77.63
2011,247,0.27,16.71,13.84,85.8,1.15,77.8
2011,248,1.44,17.62,13.65,79.8,1.7,77.79
2011,249,9.21,17.61,15.0,86.77,2.35,77.58
2011,250,5.87,17.5,14.95,87.86,1.87,77.43
2011,251,15.99,17.26,16.03,94.5,2.46,77.38
2011,252,19.51,16.2,14.4,91.7,1.83,77.69
2011,253,9.17,17.04,14.07,85.26,1.97,77.84
2011,254,12.79,17.06,15.6,92.84,2.25,77.7
2011,255,7.66,16.99,15.44,92.53,2.1,77.74
2011,256,5.51,17.63,15.69,90.5,1.84,77.7
2011,257,12.9,17.57,15.89,92.49,1.95,77.59
2011,258,44.86,16.22,13.97,89.06,1.65,77.54
2011,259,38.59,15.1,11.93,85.06,1.62,77.54
2011,260,0.03,15.31,11.31,82.0,1.67,77.49
2011,261,0.0,14.85,10.0,77.96,1.83,77.56
2011,262,0.0,14.78,8.82,72.34,1.97,77.78
2011,263,0.0,14.83,8.38,70.43,1.99,77.83
2011,264,0.0,14.66,8.12,70.16,2.04,77.68
2011,265,0.0,14.77,8.55,71.84,1.92,77.74
2011,266,0.0,14.69,7.57,68.37,1.98,77.75
2011,267,0.0,14.75,6.95,64.89,1.94,77.74
2011,268,0.0,14.38,7.51,68.13,1.94,77.83
2011,269,0.0,14.03,8.07,71.46,2.12,77.86
2011,270,0.0,14.23,9.25,75.97,2.08,77.78
2011,271,0.0,14.05,9.59,79.6,2.11,77.76
2011,272,0.12,13.85,9.08,76.95,1.9,77.81
2011,273,0.0,13.88,9.13,76.95,2.06,77.89
2011,274,0.05,13.59,8.72,77.34,2.17,77.79
2011,275,0.0,14.51,9.34,77.65,2.04,77.71
2011,276,0.0,15.13,7.62,69.5,2.02,77.74
2011,277,1.1,14.99,7.63,67.93,1.81,77.85
2011,278,0.26,14.62,8.28,70.67,1.89,78.13
2011,279,0.0,13.62,6.99,69.05,2.0,78.23
2011,280,3.71,13.47,6.35,67.07,1.97,78.13
2011,281,0.03,12.52,4.65,62.32,1.7,78.14
2011,282,0.0,12.92,4.41,59.71,2.02,78.2
2011,283,0.0,13.21,3.9,57.13,1.99,78.26
2011,284,0.0,14.24,3.41,52.21,1.87,78.31
2011,285,0.0,14.26,3.47,52.67,1.78,78.21
2011,286,0.0,14.07,2.98,51.16,1.11,78.05
2011,287,0.0,12.83,3.91,58.45,1.75,78.0
2011,288,0.0,11.84,1.96,54.06,1.97,77.92
2011,289,0.0,11.67,2.82,57.5,1.93,77.96
2011,290,0.0,11.42,2.93,58.58,1.97,78.04
2011,291,0.0,11.51,2.97,58.57,2.0,78.12
2011,292,0.0,11.74,2.7,57.23,2.03,77.92
2011,293,0.0,10.9,2.01,58.13,2.0,77.88
2011,294,0.0,9.67,1.43,60.07,2.23,78.0
2011,295,1.64,10.27,1.73,58.31,2.23,78.02
2011,296,0.1,10.89,1.67,55.55,1.69,78.15
2011,297,0.01,10.35,1.01,55.01,1.81,78.17
2011,298,0.0,9.38,-0.67,52.42,1.98,78.09
2011,299,0.0,9.67,-0.69,51.32,2.09,78.2
2011,300,0.0,10.57,-1.61,45.6,1.88,78.1
2011,301,0.0,10.51,-2.01,43.89,1.89,78.13
2011,302,0.0,10.25,-0.54,49.63,1.98,78.11
2011,303,0.0,9.92,-0.58,50.61,1.99,77.93
2011,304,0.0,9.12,0.45,56.77,1.99,77.95
2011,305,0.0,8.93,0.86,59.85,2.12,78.01
2011,306,0.0,9.24,-0.35,54.55,2.19,77.93
2011,307,0.0,9.48,-0.3,52.91,1.92,77.97
2011,308,2.06,8.54,-0.85,54.67,2.16,78.07
2011,309,0.43,8.02,-1.37,55.39,2.46,78.11
2011,310,0.0,8.71,-2.47,48.3,2.08,77.93
2011,311,0.0,9.59,-4.01,40.34,1.99,78.04
2011,312,0.01,10.97,-3.35,38.51,1.95,78.13
2011,313,0.03,11.58,0.98,50.93,2.07,78.16
2011,314,0.18,12.73,4.25,58.74,1.45,78.12
2011,315,0.0,10.95,5.65,72.75,1.51,78.04
2011,316,0.0,9.83,1.18,59.94,1.79,78.01
2011,317,0.0,8.48,-0.7,55.8,2.05,78.11
2011,318,0.0,8.1,-1.65,52.89,1.99,78.13
2011,319,0.0,7.87,-2.72,50.15,2.25,78.17
2011,320,0.0,7.26,-4.46,46.35,2.36,78.0
2011,321,0.0,8.6,-4.57,40.96,2.07,78.03
2011,322,0.0,9.65,-2.3,44.78,2.02,78.07
2011,323,0.0,9.85,-2.02,45.86,2.07,78.2
2011,324,0.0,10.2,-3.03,42.0,2.16,78.32
2011,325,0.12,10.89,-4.05,37.04,1.95,78.4
2011,326,0.0,10.67,-3.42,39.48,1.69,78.32
2011,327,0.0,10.8,-3.08,40.23,1.67,78.36
2011,328,0.0,9.96,-3.49,41.16,1.66,78.4
2011,329,0.0,10.14,-5.7,34.55,1.66,78.24
2011,330,0.0,8.57,-7.3,34.43,1.83,78.08
2011,331,0.0,8.34,-7.79,33.92,1.42,78.03
2011,332,0.0,8.19,-7.47,34.24,1.58,77.94
2011,333,0.0,8.8,-8.77,29.7,1.79,77.93
2011,334,0.0,11.82,-6.87,28.03,1.92,77.99
2011,335,0.0,10.88,-5.0,33.74,1.9,78.07
2011,336,0.0,10.8,-4.69,34.52,1.62,78.07
2011,337,0.0,8.86,-6.57,34.53,1.88,77.8
2011,338,0.0,7.67,-9.85,29.19,1.84,77.78
2011,339,0.14,6.95,-10.11,29.92,1.64,77.87
2011,340,1.19,5.64,-7.25,40.22,1.93,77.97
2011,341,1.56,5.04,-3.81,55.04,2.41,78.11
2011,342,0.23,5.67,-2.43,61.03,2.63,78.03
2011,343,2.35,4.82,-0.11,73.86,2.07,77.96
2011,344,0.0,4.73,-3.16,60.35,1.78,77.83
2011,345,0.0,4.23,-7.79,44.32,1.85,77.87
2011,346,0.0,4.52,-10.98,32.9,1.73,78.04
2011,347,0.0,4.27,-12.77,28.32,1.62,78.06
2011,348,0.0,3.58,-13.39,28.25,1.75,78.03
2011,349,0.0,3.25,-12.5,30.43,1.87,77.99
2011,350,0.0,2.81,-12.62,31.94,2.25,78.01
2011,351,0.0,4.61,-12.11,28.87,1.95,78.01
2011,352,0.0,4.12,-11.16,32.4,1.94,78.03
2011,353,0.0,2.3,-11.37,36.51,2.18,77.92
2011,354,0.09,1.74,-7.81,50.09,2.0,77.85
2011,355,0.01,1.44,-8.33,50.7,2.23,77.99
2011,356,0.0,1.55,-10.67,42.13,2.37,77.97
2011,357,0.0,2.74,-13.02,31.3,2.08,77.85
2011,358,0.0,2.36,-12.81,32.01,2.03,77.82
2011,359,0.0,3.04,-11.53,34.05,2.43,77.86
2011,360,0.0,2.67,-10.83,37.13,2.4,77.85
2011,361,0.0,2.37,-10.54,38.76,2.28,77.93
2011,362,0.0,2.28,-10.3,40.85,2.59,78.12
2011,363,0.0,3.0,-11.19,34.83,2.06,78.14
2011,364,0.0,2.87,-11.36,35.62,2.41,78.13
2011,365,0.0,3.4,-8.97,41.51,2.04,78.12
2012,1,0.0,3.16,-5.72,54.36,1.84,77.86
2012,2,0.0,3.06,-4.87,58.44,1.59,77.87
2012,3,0.0,1.93,-6.76,54.67,1.93,77.77
2012,4,0.0,1.14,-4.74,67.48,1.48,77.71
2012,5,0.03,0.57,-3.28,78.87,1.85,77.74
2012,6,6.28,-0.15,-2.47,87.45,2.75,77.65
2012,7,7.52,-1.91,-2.57,98.62,2.95,77.69
2012,8,1.37,-1.41,-5.13,82.3,1.71,77.9
2012,9,1.22,-1.69,-5.57,80.57,1.4,77.8
2012,10,0.0,-2.61,-11.42,54.92,1.98,77.93
2012,11,0.25,-2.2,-12.61,46.52,2.11,77.9
2012,12,0.29,-1.42,-10.82,50.75,2.1,77.87
2012,13,0.0,-1.56,-14.28,39.18,2.81,77.92
2012,14,1.01,1.72,-7.66,51.05,2.19,77.78
2012,15,15.59,0.83,-2.34,82.45,2.02,77.5
2012,16,6.77,-0.51,-1.98,94.08,1.76,77.23
2012,17,0.02,-0.32,-3.63,84.23,1.32,77.33
2012,18,0.51,-2.71,-6.96,79.66,2.34,77.25
2012,19,0.09,-2.54,-6.11,82.53,1.61,77.36
2012,20,0.0,-3.77,-10.31,65.43,1.77,77.55
2012,21,0.0,-3.63,-16.38,42.92,2.26,77.69
2012,22,0.0,-1.02,-8.72,59.02,2.48,77.76
2012,23,0.0,-0.55,-8.18,60.52,2.13,77.86
2012,24,0.0,-1.46,-11.69,51.79,2.74,77.72
2012,25,0.0,-1.14,-11.21,50.07,2.45,77.72
2012,26,0.0,-1.14,-7.89,63.71,2.24,77.79
2012,27,0.0,-0.99,-13.37,43.19,1.91,77.68
2012,28,0.0,-1.3,-11.98,48.37,2.18,77.64
2012,29,0.0,-2.67,-15.15,43.38,2.82,77.84
2012,30,0.0,-1.32,-14.14,42.32,2.86,77.94
2012,31,0.0,-0.99,-10.81,50.98,2.33,78.01
2012,32,0.0,0.84,-10.9,44.65,2.14,78.02
2012,33,0.0,2.32,-11.05,39.07,1.85,78.0
2012,34,0.05,3.1,-6.36,51.98,1.63,77.99
2012,35,1.87,1.94,-2.79,74.04,2.51,77.69
2012,36,0.98,0.86,-2.88,81.34,2.63,77.83
2012,37,0.0,1.47,-4.73,67.62,2.39,77.84
2012,38,0.03,0.6,-5.73,66.75,2.45,77.57
2012,39,0.1,-2.54,-6.34,79.02,1.72,77.29
2012,40,0.0,-2.55,-12.52,53.1,2.56,77.62
2012,41,0.0,0.45,-13.0,38.04,2.18,77.69
2012,42,0.17,-0.72,-10.53,50.63,2.35,77.72
2012,43,3.3,-0.11,-4.53,75.7,1.71,77.62
2012,44,2.24,-0.07,-2.88,86.46,2.72,77.59
2012,45,0.17,0.51,-3.81,77.93,2.55,77.81
2012,46,0.0,-0.06,-5.18,73.95,2.41,77.64
2012,47,0.0,-0.75,-7.64,63.54,1.97,77.69
2012,48,0.0,-0.71,-12.96,46.58,2.65,77.93
2012,49,0.0,2.66,-5.81,56.17,2.14,77.99
2012,50,0.02,4.21,-3.19,62.06,1.89,77.93
2012,51,0.4,4.38,-0.21,75.11,1.48,77.76
2012,52,0.4,4.34,0.63,80.17,2.92,77.51
2012,53,0.18,3.87,-1.84,70.68,3.37,77.61
2012,54,0.05,3.8,-2.39,67.94,3.03,77.63
2012,55,0.0,2.23,-3.85,68.26,2.7,77.61
2012,56,0.0,3.1,-6.84,50.07,2.24,77.69
2012,57,0.0,4.73,-8.75,42.37,2.65,77.73
2012,58,0.0,6.34,-4.97,46.13,1.98,77.6
2012,59,0.0,4.47,-4.1,56.77,2.73,77.27
2012,60,0.0,4.02,-6.38,50.54,2.57,77.26
2012,61,0.0,3.76,-8.49,43.78,2.51,77.5
2012,62,0.0,3.7,-9.4,41.44,2.96,77.43
2012,63,0.0,5.45,-6.96,42.8,2.67,77.44
2012,64,2.08,7.32,-1.42,57.0,2.62,77.58
2012,65,1.99,7.25,3.71,81.69,2.93,77.4
2012,66,2.98,6.69,0.75,69.7,1.97,77.37
2012,67,0.04,4.46,-8.06,44.02,3.0,77.2
2012,68,0.17,3.39,-10.5,36.47,2.32,77.17
2012,69,0.01,2.78,-9.75,40.67,2.2,77.4
2012,70,0.0,2.38,-9.23,43.72,2.23,77.61
2012,71,0.0,3.83,-9.8,39.94,2.78,77.82
2012,72,0.89,5.83,-8.4,38.33,2.85,77.88
2012,73,1.79,4.6,-3.09,61.34,1.89,77.87
2012,74,0.0,5.29,-5.46,48.62,2.29,77.98
2012,75,0.0,6.2,-7.23,40.67,2.69,77.89
2012,76,0.0,8.84,-5.31,38.42,2.54,77.95
2012,77,0.0,10.81,-1.67,44.46,2.17,77.93
2012,78,0.0,11.58,-2.81,40.0,2.96,78.08
2012,79,0.0,12.2,-2.5,38.2,2.86,78.06
2012,80,0.0,10.76,-3.39,38.73,5.12,77.77
2012,81,0.0,7.97,-13.54,20.96,1.99,77.86
2012,82,0.0,9.09,-13.93,19.3,2.23,77.92
2012,83,0.0,11.26,-8.53,25.2,2.47,78.1
2012,84,0.0,12.19,-6.6,27.72,2.57,78.19
2012,85,0.0,11.83,-5.71,30.54,1.78,78.08
2012,86,0.14,10.99,-0.23,47.81,2.52,78.08
2012,87,0.01,10.63,-2.29,42.9,1.89,78.18
2012,88,0.0,10.76,-3.92,37.73,2.6,78.25
2012,89,0.0,12.12,-6.6,29.15,3.04,78.02
2012,90,0.0,14.71,-7.31,22.97,2.59,77.89
2012,91,0.0,14.8,-3.85,28.76,2.75,78.2
2012,92,0.03,13.8,-1.37,36.46,2.16,78.28
2012,93,0.01,14.69,-1.43,35.25,2.61,78.26
2012,94,0.0,14.53,-0.17,39.03,2.44,78.3
2012,95,0.0,14.33,-0.58,37.9,2.28,78.08
2012,96,0.18,13.35,-1.38,37.94,2.53,77.9
2012,97,0.03,12.78,-3.33,35.85,2.5,77.82
2012,98,0.0,12.82,-3.67,33.25,2.95,77.79
2012,99,0.0,13.68,-2.35,35.2,2.74,77.82
2012,100,0.45,13.25,0.38,42.34,1.68,77.87
2012,101,12.12,11.61,4.23,63.38,2.1,77.83
2012,102,14.5,10.42,3.92,67.84,4.03,77.7
2012,103,0.98,10.17,1.52,59.47,2.1,77.67
2012,104,8.83,9.78,0.83,57.49,2.08,77.69
2012,105,0.05,8.88,-1.35,52.09,2.35,77.89
2012,106,0.8,10.1,-0.39,51.08,2.35,77.87
2012,107,1.49,11.03,0.47,52.59,2.65,77.78
2012,108,0.0,11.68,1.6,54.01,2.15,77.62
2012,109,0.0,12.55,1.81,51.83,2.13,77.65
2012,110,0.07,13.71,1.95,47.93,2.01,77.83
2012,111,0.09,14.6,4.28,54.86,2.55,78.0
2012,112,0.39,13.31,5.62,64.5,2.02,77.92
2012,113,1.92,12.0,4.49,63.84,2.24,77.6
2012,114,0.04,12.25,2.95,56.82,2.52,77.62
2012,115,0.0,13.12,3.23,55.19,2.29,77.75
2012,116,0.42,13.12,3.24,55.12,2.59,77.81
2012,117,0.04,13.27,3.36,55.43,2.52,77.96
2012,118,1.64,12.76,4.1,58.79,2.66,77.73
2012,119,7.9,12.16,4.23,61.84,2.64,77.48
2012,120,1.47,11.37,3.11,60.77,2.99,77.47
2012,121,0.67,11.16,-0.88,47.67,2.7,77.51
2012,122,0.5,10.1,-0.78,50.3,2.38,77.63
2012,123,0.0,11.44,-0.67,47.2,2.54,77.73
2012,124,0.01,13.26,-0.12,42.84,2.29,77.62
2012,125,0.0,13.92,0.0,42.21,2.54,77.6
2012,126,0.32,13.84,0.04,41.82,2.51,77.81
2012,127,0.03,14.36,2.17,46.69,2.64,77.88
2012,128,0.0,15.91,3.28,45.39,2.41,77.78
2012,129,0.0,17.11,1.94,40.2,2.7,77.88
2012,130,0.01,17.56,0.79,35.61,2.88,78.0
2012,131,0.08,17.49,3.35,41.53,2.95,78.03
2012,132,0.66,17.26,4.14,44.29,2.92,77.85
2012,133,0.19,17.1,2.26,40.29,2.29,77.74
2012,134,0.01,16.12,0.85,38.72,2.92,77.77
2012,135,0.0,16.34,-0.41,35.09,2.87,77.67
2012,136,0.06,16.5,-0.53,33.2,2.9,77.78
2012,137,0.08,17.41,-0.09,34.02,3.01,77.58
2012,138,0.2,18.07,1.56,34.91,2.38,77.64
2012,139,0.04,18.01,0.58,34.17,3.04,77.8
2012,140,0.0,17.63,0.69,34.21,2.86,77.87
2012,141,0.54,17.17,-0.24,33.66,2.89,77.84
2012,142,0.33,16.96,-0.95,32.44,3.03,77.79
2012,143,0.03,17.21,-1.43,29.98,2.83,77.77
2012,144,0.0,17.6,-1.81,29.27,2.98,77.73
2012,145,0.0,18.73,-4.41,22.76,3.42,77.57
2012,146,0.02,20.38,-2.2,23.35,2.7,77.57
2012,147,0.08,19.37,2.29,33.99,3.13,77.63
2012,148,0.0,18.83,1.71,33.9,2.7,77.64
2012,149,0.0,19.53,1.4,31.52,2.9,77.65
2012,150,0.0,20.28,0.88,29.19,3.04,77.74
2012,151,0.0,21.58,-1.38,24.27,3.36,77.56
2012,152,0.1,22.59,-0.95,22.13,3.14,77.49
2012,153,0.04,22.35,-1.58,21.52,2.73,77.55
2012,154,0.0,22.11,-1.72,21.48,2.84,77.46
2012,155,0.07,20.09,-0.36,27.42,3.25,77.28
2012,156,1.39,19.73,1.56,32.79,3.01,77.35
2012,157,3.62,20.22,1.54,32.92,3.03,77.41
2012,158,0.98,18.52,6.04,47.54,2.85,77.39
2012,159,0.48,16.94,5.98,50.38,2.79,77.5
2012,160,0.77,17.6,5.33,47.15,2.88,77.55
2012,161,0.0,18.41,4.58,42.85,2.94,77.5
2012,162,0.07,18.46,3.95,40.67,3.42,77.38
2012,163,0.21,19.19,2.96,37.01,2.69,77.42
2012,164,0.0,20.39,2.28,32.39,2.78,77.54
2012,165,0.0,20.82,2.33,30.8,2.97,77.67
2012,166,0.0,21.26,0.71,27.75,2.95,77.62
2012,167,0.0,21.53,1.41,27.96,3.26,77.45
2012,168,0.0,22.15,0.25,25.16,3.1,77.27
2012,169,0.01,22.62,0.75,25.28,3.03,77.25
2012,170,0.17,22.67,1.89,28.02,3.04,77.38
2012,171,0.0,21.8,4.32,33.15,2.79,77.29
2012,172,0.0,21.93,4.84,34.42,2.97,77.22
2012,173,0.0,23.3,4.63,31.73,3.16,77.28
2012,174,0.29,23.43,3.36,28.98,2.85,77.43
2012,175,3.88,22.9,5.61,35.13,2.93,77.34
2012,176,2.07,21.64,6.74,41.97,3.13,77.22
2012,177,0.25,20.66,5.77,42.14,3.07,77.3
2012,178,3.57,20.23,6.24,43.98,3.2,77.27
2012,179,4.67,19.23,7.67,50.68,3.05,77.38
2012,180,1.52,19.81,6.58,47.04,2.78,77.5
2012,181,0.0,20.54,5.89,42.36,2.8,77.48
2012,182,0.0,21.53,6.99,42.93,2.91,77.4
2012,183,7.23,22.19,9.4,47.78,2.57,77.43
2012,184,2.93,23.0,10.84,49.84,2.73,77.5
2012,185,3.11,23.24,10.16,46.58,3.09,77.27
2012,186,3.86,22.2,11.98,55.65,2.99,77.18
2012,187,3.12,20.77,14.4,70.55,2.9,77.26
2012,188,15.5,20.34,13.17,67.86,3.06,77.22
2012,189,7.75,19.78,15.27,79.37,3.71,77.12
2012,190,2.02,20.31,13.95,72.08,3.15,77.28
2012,191,0.61,20.52,13.74,69.54,2.79,77.47
2012,192,24.43,20.98,15.1,74.31,2.83,77.54
2012,193,33.14,19.4,17.21,89.53,3.38,77.53
2012,194,9.64,19.41,16.49,85.78,3.29,77.47
2012,195,27.21,19.01,15.62,83.83,2.47,77.34
2012,196,7.93,18.02,14.83,84.56,3.07,77.23
2012,197,4.78,18.15,14.78,83.85,2.63,77.32
2012,198,0.0,18.56,13.11,74.52,2.84,77.55
2012,199,0.04,20.13,14.97,75.51,2.81,77.53
2012,200,0.8,20.88,15.26,72.86,3.14,77.29
2012,201,0.52,21.23,14.78,70.32,3.06,77.16
2012,202,3.98,19.75,13.3,70.93,2.92,77.37
2012,203,0.27,20.16,16.05,80.17,3.38,77.59
2012,204,4.28,20.78,16.52,79.32,3.02,77.47
2012,205,2.77,20.85,17.02,81.01,2.92,77.19
2012,206,10.81,20.9,16.47,78.7,3.03,77.08
2012,207,26.19,19.3,16.6,86.42,3.16,77.28
2012,208,6.7,19.45,16.15,84.15,3.07,77.35
2012,209,3.19,19.89,15.78,80.15,2.82,77.28
2012,210,0.13,20.11,16.43,81.81,3.24,77.28
2012,211,9.82,19.59,16.82,86.07,3.16,77.31
2012,212,7.26,19.15,16.7,87.83,2.99,77.35
